datum;nachname;anzahl;jahr
2011-12-31;Wiederkehr;40;2011
2020-12-31;Albiez;14;2020
2018-12-31;Iberg;5;2018
2015-12-31;Aubert;6;2015
2017-12-31;Mohammed;28;2017
2012-12-31;Chang;6;2012
2012-12-31;Loiacono;4;2012
2012-12-31;Mancini;12;2012
2012-12-31;Coronado;4;2012
2018-12-31;Priess;4;2018
2015-12-31;Ruoss;4;2015
2016-12-31;Brodtbeck;6;2016
2015-12-31;Lepore;5;2015
2015-12-31;Rigas;6;2015
2022-12-31;Sarmis;16;2022
2017-12-31;Davey;8;2017
2022-12-31;Zamora;5;2022
2020-12-31;Rüthmüller;5;2020
2018-12-31;Milenkovic;34;2018
2018-12-31;Mettauer;6;2018
2016-12-31;Schilirò;4;2016
2022-12-31;Suppiger;7;2022
2011-12-31;Altmann;8;2011
2016-12-31;Kühl;8;2016
2021-12-31;Micheroli;7;2021
2019-12-31;Diezig;7;2019
2016-12-31;Staufer;4;2016
2022-12-31;Opacic;4;2022
2013-12-31;Wydler;7;2013
2014-12-31;Willen;4;2014
2015-12-31;Meis;4;2015
2015-12-31;Wadyka;4;2015
2013-12-31;Janus;4;2013
2012-12-31;Tanev;4;2012
2014-12-31;Martino;9;2014
2020-12-31;Schmierer;4;2020
2013-12-31;Sehn;5;2013
2020-12-31;Timbers;4;2020
2013-12-31;Bommer;5;2013
2021-12-31;Krapp;4;2021
2017-12-31;Ambrogi;4;2017
2016-12-31;Waldburger;12;2016
2020-12-31;Appenzeller;5;2020
2020-12-31;Cioffi;5;2020
2018-12-31;Todic;6;2018
2017-12-31;Heizmann;26;2017
2018-12-31;Jasari;29;2018
2015-12-31;Bonato;10;2015
2017-12-31;Decker;15;2017
2011-12-31;Quaidzohar;4;2011
2013-12-31;Boner;10;2013
2012-12-31;Hächler;29;2012
2019-12-31;Beneggiamo;5;2019
2021-12-31;Küchler;6;2021
2012-12-31;Spaini;6;2012
2021-12-31;Calgin;5;2021
2016-12-31;Stanisavljevic;6;2016
2022-12-31;Alagboso;4;2022
2011-12-31;Arlovic;4;2011
2018-12-31;Lyrer;5;2018
2018-12-31;Lakhe;4;2018
2016-12-31;Holzach;7;2016
2015-12-31;de la Vega;5;2015
2017-12-31;Bieli;10;2017
2021-12-31;Schnarwiler;4;2021
2022-12-31;Savoca;7;2022
2014-12-31;Repas;5;2014
2013-12-31;Scacchi;4;2013
2019-12-31;Lushi;10;2019
2022-12-31;Maggi;7;2022
2021-12-31;Scarborough;5;2021
2017-12-31;de Kanter;4;2017
2018-12-31;Kalkandelen;12;2018
2012-12-31;Zubenko;5;2012
2021-12-31;Bürki;34;2021
2021-12-31;Burki;5;2021
2016-12-31;Mitra;6;2016
2012-12-31;Lack;12;2012
2022-12-31;Indelicato;4;2022
2018-12-31;Hou;4;2018
2017-12-31;Moll;29;2017
2014-12-31;Liebl;4;2014
2021-12-31;Vifian;4;2021
2019-12-31;Horvath;32;2019
2019-12-31;Walder;21;2019
2017-12-31;Küpfer;10;2017
2015-12-31;Pennacchio;4;2015
2015-12-31;Patzelt;5;2015
2014-12-31;Zouaoui;5;2014
2013-12-31;Politano;9;2013
2012-12-31;Voeste;4;2012
2019-12-31;Gössi;7;2019
2021-12-31;Lo Giudice;20;2021
2016-12-31;Wimmer;4;2016
2015-12-31;Vontobel;12;2015
2013-12-31;Sharku;4;2013
2022-12-31;Domanski;8;2022
2021-12-31;Helmer;4;2021
2022-12-31;Spiess;37;2022
2015-12-31;Nätebusch;4;2015
2013-12-31;Schendel;9;2013
2014-12-31;Steck;17;2014
2022-12-31;Gnädinger;4;2022
2019-12-31;Gündüz;18;2019
2013-12-31;Delic;19;2013
2011-12-31;Jevtic;18;2011
2011-12-31;Vollmer;23;2011
2018-12-31;Scopelliti;16;2018
2017-12-31;Vincenzi;6;2017
2014-12-31;Hoffman;4;2014
2011-12-31;Sanna;5;2011
2013-12-31;Uruejoma;4;2013
2012-12-31;Liebi;4;2012
2014-12-31;Schwöbel;4;2014
2013-12-31;Rediger;11;2013
2020-12-31;Palacios;5;2020
2019-12-31;Mehmedi;28;2019
2013-12-31;Hossli;7;2013
2012-12-31;Greminger;4;2012
2011-12-31;André;10;2011
2017-12-31;Glatt;12;2017
2015-12-31;Gaugler;13;2015
2015-12-31;Puvirathan;4;2015
2015-12-31;Kemmer;6;2015
2020-12-31;Djafari;4;2020
2016-12-31;Rüsch;8;2016
2012-12-31;Riedo;17;2012
2022-12-31;Jurado;7;2022
2019-12-31;Nüsperling;5;2019
2014-12-31;Dahm;4;2014
2013-12-31;De Michele;7;2013
2012-12-31;Otero;5;2012
2022-12-31;Lach;8;2022
2022-12-31;Paul;30;2022
2011-12-31;de Roche;9;2011
2019-12-31;Thürkauf;25;2019
2019-12-31;Niederberger;46;2019
2015-12-31;Dalcher;5;2015
2011-12-31;Kühne;38;2011
2020-12-31;Amrein;33;2020
2016-12-31;Kostu;5;2016
2016-12-31;Smajlaj;8;2016
2020-12-31;Almonte;8;2020
2018-12-31;Diarra;6;2018
2017-12-31;Dennler;11;2017
2017-12-31;Kusur;6;2017
2012-12-31;Schoch;58;2012
2012-12-31;Appius;9;2012
2019-12-31;Schmidlin;107;2019
2017-12-31;Rutishauser;30;2017
2022-12-31;Hubmann;4;2022
2021-12-31;Lurati;7;2021
2019-12-31;Ragossnig;4;2019
2022-12-31;Lichtenberger;8;2022
2018-12-31;Schaefer;6;2018
2015-12-31;Errigo;6;2015
2017-12-31;Reber;68;2017
2017-12-31;Sintim;4;2017
2019-12-31;Ferber;4;2019
2016-12-31;Humbel;11;2016
2011-12-31;Blashtschuk;4;2011
2022-12-31;Furiato;5;2022
2013-12-31;Schildknecht;5;2013
2011-12-31;Donati;11;2011
2013-12-31;Greco;17;2013
2021-12-31;Story;4;2021
2016-12-31;Folmert;4;2016
2017-12-31;Ciampi;5;2017
2014-12-31;Abasolo;5;2014
2011-12-31;Ben;6;2011
2020-12-31;Cabdi;8;2020
2015-12-31;Winteler;18;2015
2011-12-31;Kanagasabai;7;2011
2017-12-31;Schachtler;4;2017
2017-12-31;Vicari;6;2017
2022-12-31;Hotic;5;2022
2020-12-31;Imbrogiano;17;2020
2012-12-31;Paiz;4;2012
2012-12-31;Duraku;18;2012
2021-12-31;Bernasconi;34;2021
2013-12-31;Langer;7;2013
2021-12-31;Schläppi;4;2021
2015-12-31;Kolly;5;2015
2013-12-31;Dischner;5;2013
2016-12-31;Sandmeier;17;2016
2014-12-31;Brancato;7;2014
2011-12-31;Orschulko;4;2011
2013-12-31;Chellathuray;4;2013
2016-12-31;Hauber;4;2016
2016-12-31;Miescher;12;2016
2018-12-31;Micari;13;2018
2015-12-31;Mavambu;4;2015
2022-12-31;Haak;4;2022
2018-12-31;Assandri;4;2018
2020-12-31;Lombardi;30;2020
2018-12-31;Votta;6;2018
2014-12-31;Hamiti;20;2014
2016-12-31;Aste;9;2016
2017-12-31;Krauer;8;2017
2011-12-31;Beuchat;6;2011
2020-12-31;Sexauer;5;2020
2019-12-31;Bonfanti;5;2019
2020-12-31;Mutschler;8;2020
2015-12-31;Vieceli;6;2015
2014-12-31;Hechler;5;2014
2014-12-31;Ziswiler;4;2014
2020-12-31;Klee;6;2020
2020-12-31;Franjga;5;2020
2021-12-31;Hart;7;2021
2012-12-31;Hürbi;6;2012
2017-12-31;Bohni;10;2017
2015-12-31;Estermann;25;2015
2017-12-31;Hurtado;8;2017
2022-12-31;Fayad;7;2022
2015-12-31;Tschanz;28;2015
2020-12-31;Brogna;7;2020
2013-12-31;Kehrli;11;2013
2020-12-31;Eppenberger;5;2020
2019-12-31;Galland;5;2019
2017-12-31;Hegner;9;2017
2021-12-31;Emmel;9;2021
2013-12-31;Mancosu;6;2013
2014-12-31;Jappert;8;2014
2012-12-31;Alfonsin;4;2012
2012-12-31;Thürig;5;2012
2022-12-31;Beltraminelli;8;2022
2018-12-31;Estoppey;5;2018
2012-12-31;Niederberger;47;2012
2022-12-31;Pozdyshev;4;2022
2018-12-31;Milanese;4;2018
2018-12-31;Temizyürek;4;2018
2011-12-31;Schertenleib;12;2011
2015-12-31;Möschli;4;2015
2019-12-31;Harzenmoser;4;2019
2021-12-31;Oggier;10;2021
2014-12-31;Singler;4;2014
2015-12-31;Gamberini;5;2015
2013-12-31;Lori;5;2013
2013-12-31;Hoock;4;2013
2013-12-31;Campetella;5;2013
2018-12-31;Achermann;41;2018
2011-12-31;Rüedin;4;2011
2021-12-31;Zeitz;4;2021
2013-12-31;Skenderi;12;2013
2017-12-31;Mollenkopf;10;2017
2021-12-31;Mösch;27;2021
2012-12-31;Massa;5;2012
2022-12-31;Gemperle;10;2022
2012-12-31;Löhr;5;2012
2020-12-31;Zeltner;7;2020
2016-12-31;Kamm;14;2016
2016-12-31;Ngo;17;2016
2019-12-31;Rodel;11;2019
2022-12-31;Iordache;5;2022
2019-12-31;Lupica;11;2019
2018-12-31;Taskin;16;2018
2018-12-31;Pestalozzi;12;2018
2012-12-31;Karahan;29;2012
2013-12-31;Hälg;6;2013
2020-12-31;Irshad;4;2020
2017-12-31;Winter;89;2017
2011-12-31;Hamzic;4;2011
2020-12-31;Schüep;6;2020
2015-12-31;Chaillot;4;2015
2020-12-31;Schutz;6;2020
2019-12-31;Iqbal;9;2019
2015-12-31;Gudenrath;4;2015
2011-12-31;Segesdi;4;2011
2015-12-31;Gallus;5;2015
2022-12-31;Beyerle;4;2022
2022-12-31;Jaha;4;2022
2022-12-31;Baysal;16;2022
2011-12-31;Kövi;6;2011
2020-12-31;Richener;10;2020
2016-12-31;Nizam;4;2016
2014-12-31;Tischhauser;16;2014
2013-12-31;Barbati;5;2013
2021-12-31;Strezik;4;2021
2018-12-31;Saricicek;12;2018
2019-12-31;Koparanoglu;6;2019
2018-12-31;Däppen;9;2018
2019-12-31;Cetin;27;2019
2017-12-31;Fontanilles;6;2017
2015-12-31;Mücke;4;2015
2014-12-31;Blatter;56;2014
2014-12-31;Song;10;2014
2014-12-31;Goh;7;2014
2016-12-31;Moulin;10;2016
2018-12-31;Kantar;13;2018
2015-12-31;Mebert;6;2015
2017-12-31;Daniels;6;2017
2019-12-31;Eschbach;15;2019
2018-12-31;Garrab;5;2018
2018-12-31;Methot;4;2018
2011-12-31;Benne;5;2011
2012-12-31;Diezig;9;2012
2011-12-31;Montero;10;2011
2011-12-31;Gräub;16;2011
2011-12-31;Rüfenacht;47;2011
2021-12-31;Doser;4;2021
2019-12-31;Vidali;4;2019
2014-12-31;Munz;13;2014
2017-12-31;Deva;4;2017
2019-12-31;Leupin;9;2019
2014-12-31;Komatovic;6;2014
2011-12-31;Cipriano;7;2011
2015-12-31;Kirschbaum;4;2015
2013-12-31;Häussler;4;2013
2013-12-31;Maksutoski;5;2013
2013-12-31;Jordan;26;2013
2018-12-31;Wright;10;2018
2012-12-31;Allenbach;16;2012
2019-12-31;Vrahasotakis;4;2019
2019-12-31;Juillerat;7;2019
2022-12-31;Soares;38;2022
2017-12-31;Somma;5;2017
2017-12-31;Gogel;21;2017
2021-12-31;Moeschlin;7;2021
2011-12-31;Divkovic;4;2011
2022-12-31;Lottner;14;2022
2022-12-31;Ricciardi;5;2022
2022-12-31;Siebert;9;2022
2011-12-31;Peyer;40;2011
2022-12-31;Merten;4;2022
2013-12-31;Kepper;5;2013
2018-12-31;Fringeli;22;2018
2016-12-31;Enoma;4;2016
2018-12-31;Inan;8;2018
2019-12-31;Bertsch;10;2019
2012-12-31;Giannotta;7;2012
2022-12-31;Ben Said;4;2022
2020-12-31;Zappatore;4;2020
2022-12-31;Sormani;5;2022
2019-12-31;von Felten;22;2019
2015-12-31;Haraszti;4;2015
2013-12-31;Palmowski;4;2013
2016-12-31;Moosmann;6;2016
2018-12-31;Diouf;15;2018
2012-12-31;Holdener;9;2012
2018-12-31;Virciglio;4;2018
2019-12-31;Messner;11;2019
2021-12-31;Horvat;7;2021
2017-12-31;Peduzzi;12;2017
2015-12-31;Rufer;19;2015
2016-12-31;Mujaj;7;2016
2016-12-31;Canonica;17;2016
2015-12-31;Sutalo;6;2015
2021-12-31;Steuri;5;2021
2022-12-31;Papahilliou;5;2022
2020-12-31;Brechbühler;10;2020
2017-12-31;Schultze;18;2017
2013-12-31;Kiriyanthan;8;2013
2019-12-31;Dankoz;21;2019
2018-12-31;Hennig;8;2018
2015-12-31;Moyses;6;2015
2016-12-31;Alonso;11;2016
2017-12-31;Hahn;30;2017
2014-12-31;Akman;7;2014
2022-12-31;Irigoyen;4;2022
2011-12-31;Tasocak;18;2011
2019-12-31;Hainke;6;2019
2020-12-31;Oktay;5;2020
2012-12-31;Reis;9;2012
2012-12-31;Bevilacqua;8;2012
2021-12-31;Kömleksiz;5;2021
2021-12-31;Tulic;4;2021
2016-12-31;Kundert;9;2016
2018-12-31;Hiss;8;2018
2017-12-31;Seymen;4;2017
2022-12-31;Stojakovic;5;2022
2016-12-31;Damioli;5;2016
2014-12-31;Hallersten;4;2014
2011-12-31;Resta;4;2011
2019-12-31;Landi;4;2019
2011-12-31;Aguilar;17;2011
2013-12-31;Gigante;5;2013
2022-12-31;Ragaglia;4;2022
2011-12-31;Popescu;5;2011
2019-12-31;Diolosa;7;2019
2021-12-31;Luchsinger;9;2021
2015-12-31;Nicolai;4;2015
2022-12-31;Honegger;35;2022
2017-12-31;Bieg;4;2017
2012-12-31;Franzese;5;2012
2014-12-31;Jungo;15;2014
2014-12-31;Preiss;9;2014
2022-12-31;Landolt;42;2022
2014-12-31;Gautaman;4;2014
2022-12-31;Haldimann;15;2022
2013-12-31;Jesic;5;2013
2018-12-31;Panosetti;7;2018
2020-12-31;Marcos;4;2020
2019-12-31;Melchionda;6;2019
2016-12-31;D'Antino;6;2016
2022-12-31;Monnier;7;2022
2020-12-31;Rittlinger;5;2020
2020-12-31;Musso;6;2020
2018-12-31;Bauch;5;2018
2013-12-31;Denoth;4;2013
2011-12-31;Gerlach;12;2011
2016-12-31;Vonmoos;8;2016
2017-12-31;Reinle;9;2017
2012-12-31;Bopp;32;2012
2011-12-31;Mercedes;4;2011
2016-12-31;Gillot;4;2016
2021-12-31;Güzel;22;2021
2016-12-31;Marz;4;2016
2016-12-31;Kipfer;20;2016
2015-12-31;Matijevic;6;2015
2011-12-31;Burunlu;21;2011
2020-12-31;Feig;4;2020
2016-12-31;Rainoni;4;2016
2020-12-31;Garrido;13;2020
2011-12-31;Scheer;14;2011
2016-12-31;Clark;9;2016
2014-12-31;Geissberger;4;2014
2022-12-31;Senyurt;6;2022
2015-12-31;Schweikert;5;2015
2014-12-31;Nater;5;2014
2012-12-31;Vollenhals;6;2012
2019-12-31;Yoksul;6;2019
2021-12-31;Hagemann;12;2021
2016-12-31;Bähler;12;2016
2020-12-31;Ghisalberti;4;2020
2020-12-31;Waltisperg;9;2020
2018-12-31;Kryvko;4;2018
2022-12-31;Pacino;4;2022
2019-12-31;Bänteli;5;2019
2022-12-31;Lupa;4;2022
2021-12-31;Letzelter;6;2021
2015-12-31;Wiesmann;4;2015
2017-12-31;Jemini;7;2017
2015-12-31;Adams;12;2015
2016-12-31;Horst;7;2016
2018-12-31;Heim;38;2018
2021-12-31;Frutig;8;2021
2022-12-31;Hornung;5;2022
2016-12-31;Berti;4;2016
2012-12-31;Hasler;84;2012
2017-12-31;Hofstetter;40;2017
2014-12-31;Gyger;17;2014
2014-12-31;Schellert;4;2014
2013-12-31;Bönzli;9;2013
2011-12-31;Kaplan;27;2011
2016-12-31;Kececi;10;2016
2015-12-31;Seeger;12;2015
2022-12-31;Baumeler;16;2022
2014-12-31;Zumbühl;10;2014
2013-12-31;van Berkel;4;2013
2014-12-31;Lauper;28;2014
2015-12-31;Pisano;5;2015
2014-12-31;Sinathurai;4;2014
2014-12-31;Karapinar;13;2014
2011-12-31;Selishta;4;2011
2013-12-31;Kalweit;4;2013
2015-12-31;Tezcan;5;2015
2016-12-31;Balkow;4;2016
2020-12-31;Terlouw;5;2020
2012-12-31;Nikolov;4;2012
2012-12-31;Spies;4;2012
2011-12-31;Türegün;18;2011
2013-12-31;Hoefer;8;2013
2020-12-31;Cron;22;2020
2011-12-31;Lackner;4;2011
2019-12-31;di Lecce;4;2019
2021-12-31;Bugno;4;2021
2015-12-31;Benkert;11;2015
2014-12-31;Meisel;6;2014
2013-12-31;Steinhauer;4;2013
2020-12-31;Erdmann;4;2020
2018-12-31;Eberhart;16;2018
2021-12-31;Gafner;15;2021
2015-12-31;Klopfenstein;5;2015
2015-12-31;Sogan;4;2015
2022-12-31;de Wilde;4;2022
2022-12-31;Mez;7;2022
2021-12-31;Vazquez;36;2021
2021-12-31;den;4;2021
2018-12-31;Johnson;29;2018
2016-12-31;Guy;8;2016
2019-12-31;Nebiju;8;2019
2020-12-31;von Däniken;4;2020
2011-12-31;Teke;5;2011
2022-12-31;Hofmänner;4;2022
2022-12-31;De los Santos;7;2022
2017-12-31;Ramsperger;5;2017
2020-12-31;Darbre;4;2020
2016-12-31;Queijo;5;2016
2015-12-31;Gebhardt;11;2015
2011-12-31;Gosteli;12;2011
2012-12-31;Kaspar;32;2012
2021-12-31;Bleuel;5;2021
2015-12-31;Leka;9;2015
2016-12-31;Wobmann;4;2016
2019-12-31;Remy;5;2019
2016-12-31;Boulant;4;2016
2011-12-31;Stählin;17;2011
2020-12-31;Loprieno;6;2020
2021-12-31;Trujillo;5;2021
2019-12-31;Colucci;5;2019
2020-12-31;Skenderi;12;2020
2021-12-31;Haliti;24;2021
2021-12-31;Koch;139;2021
2020-12-31;Hermida;6;2020
2019-12-31;Massa;4;2019
2017-12-31;Ebnöther;5;2017
2013-12-31;Straube;6;2013
2022-12-31;Lazarova;6;2022
2012-12-31;Rezvani;7;2012
2020-12-31;Sohn;8;2020
2018-12-31;Bishop;4;2018
2022-12-31;Kaderli;12;2022
2011-12-31;Gill;8;2011
2011-12-31;Bahnerth;4;2011
2022-12-31;von Euw;4;2022
2019-12-31;Feigenwinter;23;2019
2012-12-31;Wiedmann;5;2012
2012-12-31;Salzillo;5;2012
2013-12-31;Yün;4;2013
2012-12-31;Gabay;4;2012
2021-12-31;Petermann;16;2021
2012-12-31;Horta;4;2012
2019-12-31;Weis;7;2019
2015-12-31;de Jong;8;2015
2011-12-31;Biedermann;35;2011
2016-12-31;Nagalingam;6;2016
2016-12-31;Gullone;6;2016
2013-12-31;Antonazzo;4;2013
2013-12-31;Trippmacher;6;2013
2013-12-31;Katz;12;2013
2020-12-31;Thalmann;36;2020
2019-12-31;Izejroski;4;2019
2022-12-31;Durmishi;6;2022
2016-12-31;Vial;6;2016
2012-12-31;Lu;10;2012
2022-12-31;Koenen;4;2022
2015-12-31;Lander;4;2015
2020-12-31;Rabiot;5;2020
2022-12-31;Bonomo;6;2022
2020-12-31;Pinar;10;2020
2016-12-31;Rupar;4;2016
2019-12-31;Rondez;4;2019
2017-12-31;Dulovi;5;2017
2022-12-31;Tufan;4;2022
2019-12-31;Bas;11;2019
2017-12-31;Mielke;5;2017
2014-12-31;Ganzoni;7;2014
2019-12-31;Muhiddin;4;2019
2022-12-31;Blenishti;5;2022
2016-12-31;Orji;5;2016
2022-12-31;Jufer;9;2022
2021-12-31;Omar;30;2021
2018-12-31;Hilbert;4;2018
2021-12-31;Wöhrle;5;2021
2012-12-31;Büchmeier;4;2012
2012-12-31;Buchmeier;6;2012
2013-12-31;Zwahlen;65;2013
2019-12-31;Cabanilla;5;2019
2020-12-31;Delpy;4;2020
2014-12-31;Buchmüller;21;2014
2012-12-31;Osman;19;2012
2020-12-31;Streb;6;2020
2015-12-31;Bitton;8;2015
2020-12-31;Kungler;11;2020
2011-12-31;Scheibler;9;2011
2013-12-31;Ziberi;70;2013
2014-12-31;Herzig;46;2014
2020-12-31;Schönholzer;16;2020
2017-12-31;Saidani;5;2017
2014-12-31;Islikaye;8;2014
2022-12-31;Pfleiderer;6;2022
2020-12-31;Greub;13;2020
2016-12-31;Roniger;5;2016
2011-12-31;Lenzin;15;2011
2017-12-31;Tribelhorn;7;2017
2022-12-31;Vitanza;11;2022
2022-12-31;Demir;150;2022
2019-12-31;Akat;5;2019
2022-12-31;Michaelis;11;2022
2020-12-31;Defuns;4;2020
2016-12-31;Oxé;5;2016
2012-12-31;Gögen;4;2012
2021-12-31;Schwer;5;2021
2017-12-31;Cetkin;4;2017
2017-12-31;Gencal;4;2017
2015-12-31;Rimpau;4;2015
2014-12-31;Back;22;2014
2022-12-31;Pfeiffer;41;2022
2021-12-31;Wichmann;6;2021
2013-12-31;Sohn;9;2013
2013-12-31;Gisler;58;2013
2020-12-31;Passinhas;5;2020
2017-12-31;Tschumper;4;2017
2019-12-31;Voccia;4;2019
2011-12-31;Flühler;4;2011
2013-12-31;Mazander;5;2013
2019-12-31;Löhnert;7;2019
2017-12-31;Budisin;5;2017
2018-12-31;Gräub;14;2018
2014-12-31;Saliu;29;2014
2017-12-31;Purtschert;7;2017
2021-12-31;Dridi;5;2021
2017-12-31;Rysler;4;2017
2013-12-31;Reust;7;2013
2011-12-31;Morgan;11;2011
2014-12-31;Jörger;6;2014
2020-12-31;Arekhi;4;2020
2021-12-31;Tschopp;100;2021
2013-12-31;von Schnurbein;4;2013
2011-12-31;Borrero;4;2011
2013-12-31;Harisberger;4;2013
2020-12-31;Schneiter;24;2020
2018-12-31;Arnoth;8;2018
2018-12-31;Bürglin;5;2018
2022-12-31;Lüders;5;2022
2011-12-31;Diouf;15;2011
2013-12-31;Delpho;4;2013
2011-12-31;Riegert;5;2011
2012-12-31;Casalinuovo;8;2012
2022-12-31;Sturniolo;7;2022
2022-12-31;Eggli;7;2022
2019-12-31;Mancini;11;2019
2020-12-31;Tamer;6;2020
2016-12-31;Furlano;6;2016
2013-12-31;McCombie;4;2013
2012-12-31;Wäckerlin;7;2012
2022-12-31;Eckhardt;8;2022
2022-12-31;Yanamala;4;2022
2011-12-31;Berndt;6;2011
2013-12-31;Bilge;4;2013
2013-12-31;Arsenovic;10;2013
2011-12-31;Hinder;4;2011
2020-12-31;Mann;8;2020
2013-12-31;Bangerter;9;2013
2012-12-31;Curic;4;2012
2011-12-31;Wollmer;5;2011
2020-12-31;von Mutzenbecher;5;2020
2012-12-31;Taboas;5;2012
2018-12-31;Ben;5;2018
2014-12-31;Stanic;9;2014
2014-12-31;Wöhrle;8;2014
2018-12-31;van Noort;5;2018
2022-12-31;Dmytriv;4;2022
2018-12-31;Celikbas;5;2018
2012-12-31;Joost;6;2012
2018-12-31;Ruggli;6;2018
2013-12-31;Wili;8;2013
2014-12-31;Muser;10;2014
2014-12-31;Irmak;8;2014
2014-12-31;Pinarello;4;2014
2016-12-31;Chiella;4;2016
2022-12-31;Mulahalilovic;6;2022
2018-12-31;Burunlu;25;2018
2012-12-31;Shemesh;5;2012
2011-12-31;Reidenbach;6;2011
2019-12-31;Bernauer;9;2019
2020-12-31;Usta;5;2020
2018-12-31;Winkelströter;4;2018
2016-12-31;Hillenbrand;6;2016
2020-12-31;Di Dario;5;2020
2020-12-31;Chaillot;4;2020
2019-12-31;Braun;136;2019
2016-12-31;Karanfil;9;2016
2016-12-31;Läuchli;9;2016
2016-12-31;Trummer;17;2016
2017-12-31;Sokoli;5;2017
2012-12-31;Özgür;13;2012
2020-12-31;Theis;5;2020
2018-12-31;Greutert;6;2018
2022-12-31;Sartorius;14;2022
2020-12-31;Lavorgna;5;2020
2012-12-31;Schott;14;2012
2019-12-31;Dang;23;2019
2016-12-31;Kercher;5;2016
2014-12-31;Cenci;13;2014
2011-12-31;Peker;40;2011
2019-12-31;Ponte;4;2019
2014-12-31;Niederer;23;2014
2020-12-31;Velagapudi;6;2020
2021-12-31;Opitz;7;2021
2015-12-31;Exer;4;2015
2018-12-31;Hepfer;4;2018
2011-12-31;Zitnan;4;2011
2015-12-31;Beltraminelli;11;2015
2022-12-31;Feisst;8;2022
2020-12-31;Liederer;10;2020
2016-12-31;Meszaros;5;2016
2015-12-31;Dervisi;6;2015
2013-12-31;Klee;7;2013
2022-12-31;Martin;245;2022
2019-12-31;Bravo;5;2019
2012-12-31;Kopic;7;2012
2014-12-31;Ghiotto;5;2014
2018-12-31;Degen;122;2018
2022-12-31;Öksüz;5;2022
2011-12-31;Boser;9;2011
2019-12-31;Ischi;18;2019
2015-12-31;Bösiger;28;2015
2014-12-31;Szerdahelyi;5;2014
2020-12-31;Grossert;7;2020
2021-12-31;Ruppert;9;2021
2011-12-31;Suma;4;2011
2015-12-31;Hornung;4;2015
2015-12-31;Mehmedovic;6;2015
2022-12-31;Cekic;5;2022
2017-12-31;Berther;4;2017
2017-12-31;Rodic;10;2017
2013-12-31;Schüep;6;2013
2013-12-31;Gurtner;28;2013
2013-12-31;Arackal;4;2013
2018-12-31;Gaffuri;4;2018
2017-12-31;Simonetta;9;2017
2011-12-31;Steinemann;22;2011
2017-12-31;Chiparo;5;2017
2016-12-31;Hall;21;2016
2022-12-31;Adams;15;2022
2016-12-31;Heinzmann;5;2016
2011-12-31;Kocabas;23;2011
2013-12-31;Taeymans;4;2013
2022-12-31;von Gossler;4;2022
2013-12-31;Zürrer;7;2013
2021-12-31;Tabanovic;5;2021
2020-12-31;Alsweid;5;2020
2020-12-31;Amipa;4;2020
2014-12-31;Glauser;44;2014
2016-12-31;Falck;5;2016
2022-12-31;Goetschel;7;2022
2013-12-31;Wehrlin;10;2013
2016-12-31;Brotbek;7;2016
2017-12-31;Mittal;4;2017
2018-12-31;Hautle;6;2018
2019-12-31;Braga;4;2019
2013-12-31;Radakovic;4;2013
2020-12-31;Machado;20;2020
2019-12-31;Pliska;6;2019
2012-12-31;Cibik;6;2012
2019-12-31;Smirnov;4;2019
2011-12-31;Hettich;7;2011
2021-12-31;Horstmann;18;2021
2022-12-31;Haidari;9;2022
2020-12-31;Ruckstuhl;14;2020
2020-12-31;Gwerder;13;2020
2016-12-31;Thiel;19;2016
2015-12-31;Vanoni;5;2015
2017-12-31;Tajes;7;2017
2012-12-31;Tschan;42;2012
2022-12-31;Gregorovic;7;2022
2013-12-31;Knauber;5;2013
2017-12-31;Albuquerque;4;2017
2014-12-31;Renk;4;2014
2021-12-31;Sari;36;2021
2018-12-31;Demiri;49;2018
2014-12-31;Surbeck;11;2014
2011-12-31;Selvarasa;4;2011
2020-12-31;Caggegi;7;2020
2016-12-31;Fässli;4;2016
2014-12-31;Korpics;4;2014
2013-12-31;Radmanovac;16;2013
2021-12-31;Serpi;4;2021
2016-12-31;Shongo;5;2016
2018-12-31;Uecker;5;2018
2014-12-31;Branco;28;2014
2013-12-31;Hager;20;2013
2011-12-31;Ayan;7;2011
2018-12-31;Peker;37;2018
2016-12-31;Balaszeskul;6;2016
2017-12-31;Höller;4;2017
2011-12-31;Neuenschwander;46;2011
2020-12-31;Schlumpf;32;2020
2019-12-31;Pankrath;4;2019
2018-12-31;Molnar;16;2018
2013-12-31;Aktas;26;2013
2017-12-31;Ming;15;2017
2012-12-31;Riz;4;2012
2022-12-31;Gözeten;4;2022
2022-12-31;Leka;9;2022
2011-12-31;Westphalen;7;2011
2020-12-31;Lüdin;45;2020
2019-12-31;Gmünder;6;2019
2014-12-31;Brutschin;10;2014
2011-12-31;Ruflin;8;2011
2014-12-31;Arrian;4;2014
2017-12-31;Vuletic;4;2017
2022-12-31;Winiger;14;2022
2013-12-31;Hilbert;5;2013
2022-12-31;Rölli;5;2022
2022-12-31;Rolli;7;2022
2019-12-31;Hagenbach;5;2019
2015-12-31;Blenishti;7;2015
2011-12-31;Kiss;26;2011
2020-12-31;Seebeck;4;2020
2015-12-31;de Napoli;4;2015
2017-12-31;Vitale;26;2017
2018-12-31;Biedermann;36;2018
2012-12-31;Thaler;26;2012
2012-12-31;Giana;4;2012
2022-12-31;Huonder;6;2022
2016-12-31;Ferrer;6;2016
2018-12-31;Cardizzone;6;2018
